han_ji,chu_im,freq,siann,un, tiau ,old_chu_im,sni_siann,sni_un
盤,puan5,,p,uan,5,puan5,邊,觀
鎜,puan5,0.01,p,uan,5,puan5,邊,觀
鞶,puan5,,p,uan,5,puan5,邊,觀
瘢,puan5,,p,uan,5,puan5,邊,觀
媻,puan5,,p,uan,5,puan5,邊,觀
權,kuan5,,k,uan,5,kuan5,求,觀
鬈,kuan5,,k,uan,5,kuan5,求,觀
婘,kuan5,,k,uan,5,kuan5,求,觀
拳,khuan5,,kh,uan,5,khuan5,去,觀
惓,khuan5,,kh,uan,5,khuan5,去,觀
圈,khuan5,,kh,uan,5,khuan5,去,觀
𤷄,khuan5,,kh,uan,5,khuan5,去,觀
團,tuan5,,t,uan,5,tuan5,地,觀
漙,tuan5,,t,uan,5,tuan5,地,觀
慱,tuan5,,t,uan,5,tuan5,地,觀
摶,tuan5,,t,uan,5,tuan5,地,觀
䊜,tuan5,,t,uan,5,tuan5,地,觀
傳,thuan5,,th,uan,5,thuan5,他,觀
椽,thuan5,,th,uan,5,thuan5,他,觀
全,tsuan5,,ts,uan,5,tsuan5,曾,觀
佺,tsuan5,,ts,uan,5,tsuan5,曾,觀
牷,tsuan5,,ts,uan,5,tsuan5,曾,觀
泉,tsuan5,,ts,uan,5,tsuan5,曾,觀
撋,juan5,,j,uan,5,juan5,入,觀
㨎,juan5,,j,uan,5,juan5,入,觀
旋,suan5,,s,uan,5,suan5,時,觀
漩,suan5,,s,uan,5,suan5,時,觀
㳬,suan5,0.01,s,uan,5,suan5,時,觀
璇,suan5,,s,uan,5,suan5,時,觀
璿,suan5,0.01,s,uan,5,suan5,時,觀
𢭀,suan5,0.01,s,uan,5,suan5,時,觀
丸,quan5,,q,uan,5,uan5,英,觀
紈,quan5,,q,uan,5,uan5,英,觀
芄,quan5,,q,uan,5,uan5,英,觀
袁,quan5,,q,uan,5,uan5,英,觀
猿,quan5,,q,uan,5,uan5,英,觀
轅,quan5,,q,uan,5,uan5,英,觀
園,quan5,,q,uan,5,uan5,英,觀
萑,quan5,,q,uan,5,uan5,英,觀
莞,quan5,,q,uan,5,uan5,英,觀
畹,quan5,,q,uan,5,uan5,英,觀
員,quan5,,q,uan,5,uan5,英,觀
完,quan5,,q,uan,5,uan5,英,觀
𡷡,quan5,,q,uan,5,uan5,英,觀
𢄙,quan5,,q,uan,5,uan5,英,觀
圓,quan5,,q,uan,5,uan5,英,觀
慲,buan5,,b,uan,5,buan5,門,觀
蹣,buan5,,b,uan,5,buan5,門,觀
䊟,buan5,,b,uan,5,buan5,門,觀
顢,buan5,,b,uan,5,buan5,門,觀
瞞,buan5,,b,uan,5,buan5,門,觀
元,guan5,,g,uan,5,guan5,語,觀
刓,guan5,,g,uan,5,guan5,語,觀
邧,guan5,,g,uan,5,guan5,語,觀
頑,guan5,,g,uan,5,guan5,語,觀
黿,guan5,,g,uan,5,guan5,語,觀
原,guan5,,g,uan,5,guan5,語,觀
源,guan5,,g,uan,5,guan5,語,觀
嫄,guan5,,g,uan,5,guan5,語,觀
騵,guan5,,g,uan,5,guan5,語,觀
螈,guan5,,g,uan,5,guan5,語,觀
船,tshuan5,,tsh,uan,5,tshuan5,出,觀
舡,tshuan5,0.01,tsh,uan,5,tshuan5,出,觀
環,huan5,,h,uan,5,huan5,喜,觀
儇,huan5,,h,uan,5,huan5,喜,觀
圜,huan5,,h,uan,5,huan5,喜,觀
寰,huan5,,h,uan,5,huan5,喜,觀
㶎,huan5,,h,uan,5,huan5,喜,觀
擐,huan5,,h,uan,5,huan5,喜,觀
糫,huan5,,h,uan,5,huan5,喜,觀
還,huan5,,h,uan,5,huan5,喜,觀
闤,huan5,,h,uan,5,huan5,喜,觀
鐶,huan5,,h,uan,5,huan5,喜,觀
鬟,huan5,,h,uan,5,huan5,喜,觀
帆,huan5,,h,uan,5,huan5,喜,觀
竼,huan5,,h,uan,5,huan5,喜,觀
墦,huan5,,h,uan,5,huan5,喜,觀
璠,huan5,,h,uan,5,huan5,喜,觀
燔,huan5,,h,uan,5,huan5,喜,觀
膰,huan5,,h,uan,5,huan5,喜,觀
磻,huan5,,h,uan,5,huan5,喜,觀
蟠,huan5,,h,uan,5,huan5,喜,觀
䊩,huan5,,h,uan,5,huan5,喜,觀
蹯,huan5,,h,uan,5,huan5,喜,觀
藩,huan5,,h,uan,5,huan5,喜,觀
蕃,huan5,,h,uan,5,huan5,喜,觀
籓,huan5,,h,uan,5,huan5,喜,觀
凡,huan5,,h,uan,5,huan5,喜,觀
煩,huan5,,h,uan,5,huan5,喜,觀
𢶃,huan5,,h,uan,5,huan5,喜,觀
繁,huan5,,h,uan,5,huan5,喜,觀
蘩,huan5,,h,uan,5,huan5,喜,觀
瀿,huan5,,h,uan,5,huan5,喜,觀
樊,huan5,,h,uan,5,huan5,喜,觀
矾,huan5,0.01,h,uan,5,huan5,喜,觀
礬,huan5,,h,uan,5,huan5,喜,觀
𩧅,huan5,,h,uan,5,huan5,喜,觀
𩾞,huan5,,h,uan,5,huan5,喜,觀
㹕,huan5,,h,uan,5,huan5,喜,觀
𤛰,huan5,0.01,h,uan,5,huan5,喜,觀
垣,huan5,,h,uan,5,huan5,喜,觀
桓,huan5,,h,uan,5,huan5,喜,觀
𤫐,huan5,0.01,h,uan,5,huan5,喜,觀
亂,luan7,,l,uan,7,luan7,柳,觀
乱,luan7,0.01,l,uan,7,luan7,柳,觀
薍,luan7,,l,uan,7,luan7,柳,觀
偄,luan7,,l,uan,7,luan7,柳,觀
戀,luan7,,l,uan,7,luan7,柳,觀
叛,puan7,,p,uan,7,puan7,邊,觀
畔,puan7,,p,uan,7,puan7,邊,觀
倦,kuan7,,k,uan,7,kuan7,求,觀
惓,kuan7,,k,uan,7,kuan7,求,觀
劵,kuan7,0.01,k,uan,7,kuan7,求,觀
篆,tuan7,,t,uan,7,tuan7,地,觀
緞,tuan7,,t,uan,7,tuan7,地,觀
斷,tuan7,,t,uan,7,tuan7,地,觀
傳,tuan7,,t,uan,7,tuan7,地,觀
伴,phuan7,,ph,uan,7,phuan7,頗,觀
撰,tsuan7,,ts,uan,7,tsuan7,曾,觀
譔,tsuan7,0.01,ts,uan,7,tsuan7,曾,觀
饌,tsuan7,,ts,uan,7,tsuan7,曾,觀
詮,tsuan7,,ts,uan,7,tsuan7,曾,觀
鏇,tsuan7,,ts,uan,7,tsuan7,曾,觀
𨨰,juan7,,j,uan,7,juan7,入,觀
羡,suan7,0.01,s,uan,7,suan7,時,觀
羨,suan7,,s,uan,7,suan7,時,觀
𢭀,suan7,,s,uan,7,suan7,時,觀
鑽,suan7,,s,uan,7,suan7,時,觀
爰,quan7,,q,uan,7,uan7,英,觀
媛,quan7,,q,uan,7,uan7,英,觀
瑗,quan7,,q,uan,7,uan7,英,觀
湲,quan7,,q,uan,7,uan7,英,觀
援,quan7,,q,uan,7,uan7,英,觀
褑,quan7,,q,uan,7,uan7,英,觀
緩,quan7,,q,uan,7,uan7,英,觀
遠,quan7,,q,uan,7,uan7,英,觀
愿,guan7,0.01,g,uan,7,guan7,語,觀
原,guan7,0.01,g,uan,7,guan7,語,觀
傆,guan7,,g,uan,7,guan7,語,觀
願,guan7,,g,uan,7,guan7,語,觀
薍,guan7,,g,uan,7,guan7,語,觀
范,huan7,,h,uan,7,huan7,喜,觀
苭,huan7,,h,uan,7,huan7,喜,觀
宦,huan7,,h,uan,7,huan7,喜,觀
𠈄,huan7,0.01,h,uan,7,huan7,喜,觀
犯,huan7,,h,uan,7,huan7,喜,觀
範,huan7,,h,uan,7,huan7,喜,觀
軓,huan7,,h,uan,7,huan7,喜,觀
𨊠,huan7,0.01,h,uan,7,huan7,喜,觀
帆,huan7,,h,uan,7,huan7,喜,觀
凡,huan7,0.1,h,uan,7,huan7,喜,觀
槵,huan7,,h,uan,7,huan7,喜,觀
患,huan7,,h,uan,7,huan7,喜,觀
飯,huan7,,h,uan,7,huan7,喜,觀
豢,huan7,,h,uan,7,huan7,喜,觀
絭,huan7,,h,uan,7,huan7,喜,觀
幻,huan7,,h,uan,7,huan7,喜,觀
梵,huan7,,h,uan,7,huan7,喜,觀
捋,luat8,,l,uat,8,luat8,柳,觀
埒,luat8,,l,uat,8,luat8,柳,觀
頱,luat8,,l,uat,8,luat8,柳,觀
辣,luat8,,l,uat,8,luat8,柳,觀
犮,puat8,,p,uat,8,puat8,邊,觀
拔,puat8,,p,uat,8,puat8,邊,觀
跋,puat8,,p,uat,8,puat8,邊,觀
鈸,puat8,,p,uat,8,puat8,邊,觀
軷,puat8,,p,uat,8,puat8,邊,觀
茇,puat8,,p,uat,8,puat8,邊,觀
魃,puat8,,p,uat,8,puat8,邊,觀
𧺺,puat8,0.01,p,uat,8,puat8,邊,觀
袚,puat8,,p,uat,8,puat8,邊,觀
𧙄,puat8,0.01,p,uat,8,puat8,邊,觀
䟦,puat8,,p,uat,8,puat8,邊,觀
橛,kuat8,,k,uat,8,kuat8,求,觀
橜,kuat8,0.01,k,uat,8,kuat8,求,觀
亅,kuat8,,k,uat,8,kuat8,求,觀
奪,tuat8,,t,uat,8,tuat8,地,觀
絕,tsuat8,,ts,uat,8,tsuat8,曾,觀
㿱,suat8,,s,uat,8,suat8,時,觀
曰,quat8,,q,uat,8,uat8,英,觀
悅,quat8,,q,uat,8,uat8,英,觀
說,quat8,0.01,q,uat,8,uat8,英,觀
閱,quat8,,q,uat,8,uat8,英,觀
粵,quat8,,q,uat,8,uat8,英,觀
戉,quat8,,q,uat,8,uat8,英,觀
鉞,quat8,,q,uat,8,uat8,英,觀
越,quat8,,q,uat,8,uat8,英,觀
樾,quat8,,q,uat,8,uat8,英,觀
末,buat8,,b,uat,8,buat8,門,觀
沫,buat8,,b,uat,8,buat8,門,觀
妺,buat8,,b,uat,8,buat8,門,觀
韈,buat8,0.01,b,uat,8,buat8,門,觀
襪,buat8,,b,uat,8,buat8,門,觀
袜,buat8,0.01,b,uat,8,buat8,門,觀
月,guat8,,g,uat,8,guat8,語,觀
仴,guat8,,g,uat,8,guat8,語,觀
刖,guat8,,g,uat,8,guat8,語,觀
岄,guat8,,g,uat,8,guat8,語,觀
軏,guat8,,g,uat,8,guat8,語,觀
鈅,guat8,,g,uat,8,guat8,語,觀
乏,huat8,,h,uat,8,huat8,喜,觀
伐,huat8,,h,uat,8,huat8,喜,觀
佸,huat8,,h,uat,8,huat8,喜,觀
𠈲,huat8,0.01,h,uat,8,huat8,喜,觀
活,huat8,,h,uat,8,huat8,喜,觀
𦨯,huat8,,h,uat,8,huat8,喜,觀
筏,huat8,,h,uat,8,huat8,喜,觀
閥,huat8,,h,uat,8,huat8,喜,觀
栰,huat8,,h,uat,8,huat8,喜,觀
罰,huat8,,h,uat,8,huat8,喜,觀
晡,poo1,,p,oo,1,pou1,邊,沽
埔,poo1,,p,oo,1,pou1,邊,沽
㭪,poo1,,p,oo,1,pou1,邊,沽
䈬,poo1,,p,oo,1,pou1,邊,沽
沽,koo1,,k,oo,1,kou1,求,沽
酤,koo1,,k,oo,1,kou1,求,沽
枯,koo1,,k,oo,1,kou1,求,沽
蛄,koo1,,k,oo,1,kou1,求,沽
骷,koo1,,k,oo,1,kou1,求,沽
鴣,koo1,,k,oo,1,kou1,求,沽
鮕,koo1,,k,oo,1,kou1,求,沽
𧣗,koo1,,k,oo,1,kou1,求,沽
觚,koo1,,k,oo,1,kou1,求,沽
姑,koo1,,k,oo,1,kou1,求,沽
辜,koo1,,k,oo,1,kou1,求,沽
嫴,koo1,,k,oo,1,kou1,求,沽
孤,koo1,,k,oo,1,kou1,求,沽
菰,koo1,,k,oo,1,kou1,求,沽
𦋆,koo1,,k,oo,1,kou1,求,沽
罛,koo1,,k,oo,1,kou1,求,沽
勾,koo1,,k,oo,1,kou1,求,沽
句,koo1,0.01,k,oo,1,kou1,求,沽
鉤,koo1,,k,oo,1,kou1,求,沽
鈎,koo1,0.01,k,oo,1,kou1,求,沽
沟,koo1,,k,oo,1,kou1,求,沽
媾,koo1,,k,oo,1,kou1,求,沽
構,koo1,,k,oo,1,kou1,求,沽
購,koo1,,k,oo,1,kou1,求,沽
覯,koo1,,k,oo,1,kou1,求,沽
遘,koo1,,k,oo,1,kou1,求,沽
箍,khoo1,,kh,oo,1,khou1,去,沽
枯,khoo1,,kh,oo,1,khou1,去,沽
都,too1,,t,oo,1,tou1,地,沽
闍,too1,,t,oo,1,tou1,地,沽
鋪,phoo1,,ph,oo,1,phou1,頗,沽
麱,phoo1,,ph,oo,1,phou1,頗,沽
秿,phoo1,,ph,oo,1,phou1,頗,沽
麬,phoo1,,ph,oo,1,phou1,頗,沽
菩,phoo1,,ph,oo,1,phou1,頗,沽
偷,thoo1,,th,oo,1,thou1,他,沽
媮,thoo1,,th,oo,1,thou1,他,沽
𣈥,thoo1,,th,oo,1,thou1,他,沽
鄹,tsoo1,,ts,oo,1,tsou1,曾,沽
鄒,tsoo1,,ts,oo,1,tsou1,曾,沽
騶,tsoo1,,ts,oo,1,tsou1,曾,沽
芻,tsoo1,,ts,oo,1,tsou1,曾,沽
蒭,tsoo1,,ts,oo,1,tsou1,曾,沽
䑼,tsoo1,,ts,oo,1,tsou1,曾,沽
且,tsoo1,,ts,oo,1,tsou1,曾,沽
徂,tsoo1,,ts,oo,1,tsou1,曾,沽
租,tsoo1,,ts,oo,1,tsou1,曾,沽
鉏,tsoo1,,ts,oo,1,tsou1,曾,沽
趄,tsoo1,,ts,oo,1,tsou1,曾,沽
諏,tsoo1,,ts,oo,1,tsou1,曾,沽
緅,tsoo1,,ts,oo,1,tsou1,曾,沽
陬,tsoo1,,ts,oo,1,tsou1,曾,沽
菆,tsoo1,,ts,oo,1,tsou1,曾,沽
棸,tsoo1,,ts,oo,1,tsou1,曾,沽
鯫,tsoo1,,ts,oo,1,tsou1,曾,沽
穌,soo1,,s,oo,1,sou1,時,沽
甦,soo1,,s,oo,1,sou1,時,沽
蘇,soo1,,s,oo,1,sou1,時,沽
櫯,soo1,,s,oo,1,sou1,時,沽
酥,soo1,,s,oo,1,sou1,時,沽
疎,soo1,0.01,s,oo,1,sou1,時,沽
疏,soo1,,s,oo,1,sou1,時,沽
䟽,soo1,0.01,s,oo,1,sou1,時,沽
梳,soo1,,s,oo,1,sou1,時,沽
蔬,soo1,,s,oo,1,sou1,時,沽
筲,soo1,,s,oo,1,sou1,時,沽
蒐,soo1,,s,oo,1,sou1,時,沽
搜,soo1,,s,oo,1,sou1,時,沽
𢯱,soo1,,s,oo,1,sou1,時,沽
溲,soo1,,s,oo,1,sou1,時,沽
艘,soo1,,s,oo,1,sou1,時,沽
颼,soo1,,s,oo,1,sou1,時,沽
廋,soo1,,s,oo,1,sou1,時,沽
烏,qoo1,,q,oo,1,ou1,英,沽
嗚,qoo1,,q,oo,1,ou1,英,沽
於,qoo1,,q,oo,1,ou1,英,沽
樢,qoo1,,q,oo,1,ou1,英,沽
鷗,qoo1,,q,oo,1,ou1,英,沽
鄔,qoo1,,q,oo,1,ou1,英,沽
惡,qoo1,,q,oo,1,ou1,英,沽
謳,qoo1,,q,oo,1,ou1,英,沽
漚,qoo1,,q,oo,1,ou1,英,沽
藲,qoo1,,q,oo,1,ou1,英,沽
粗,tshoo1,,tsh,oo,1,tshou1,出,沽
麤,tshoo1,,tsh,oo,1,tshou1,出,沽
麄,tshoo1,0.01,tsh,oo,1,tshou1,出,沽
麁,tshoo1,0.01,tsh,oo,1,tshou1,出,沽
䏢,tshoo1,0.01,tsh,oo,1,tshou1,出,沽
呼,hoo1,,h,oo,1,hou1,喜,沽
戯,hoo1,0.01,h,oo,1,hou1,喜,沽
戲,hoo1,,h,oo,1,hou1,喜,沽
𢧶,hoo1,,h,oo,1,hou1,喜,沽
滹,hoo1,,h,oo,1,hou1,喜,沽
嘑,hoo1,,h,oo,1,hou1,喜,沽
苸,hoo1,,h,oo,1,hou1,喜,沽
魯,loo2,,l,oo,2,lou2,柳,沽
櫓,loo2,,l,oo,2,lou2,柳,沽
㯭,loo2,0.01,l,oo,2,lou2,柳,沽
鹵,loo2,,l,oo,2,lou2,柳,沽
𢲸,loo2,,l,oo,2,lou2,柳,沽
擄,loo2,,l,oo,2,lou2,柳,沽
虜,loo2,,l,oo,2,lou2,柳,沽
塿,loo2,,l,oo,2,lou2,柳,沽
努,loo2,,l,oo,2,lou2,柳,沽
𤻼,loo2,,l,oo,2,lou2,柳,沽
𧭷,loo2,,l,oo,2,lou2,柳,沽
艪,loo2,,l,oo,2,lou2,柳,沽
𢟧,loo2,,l,oo,2,lou2,柳,沽
補,poo2,,p,oo,2,pou2,邊,沽
䋠,poo2,0.01,p,oo,2,pou2,邊,沽
𢼹,poo2,0.01,p,oo,2,pou2,邊,沽
古,koo2,,k,oo,2,kou2,求,沽
估,koo2,,k,oo,2,kou2,求,沽
牯,koo2,,k,oo,2,kou2,求,沽
詁,koo2,,k,oo,2,kou2,求,沽
罟,koo2,,k,oo,2,kou2,求,沽
羖,koo2,,k,oo,2,kou2,求,沽
𦍩,koo2,0.01,k,oo,2,kou2,求,沽
股,koo2,,k,oo,2,kou2,求,沽
盬,koo2,,k,oo,2,kou2,求,沽
蠱,koo2,,k,oo,2,kou2,求,沽
笱,koo2,,k,oo,2,kou2,求,沽
苟,koo2,,k,oo,2,kou2,求,沽
狗,koo2,,k,oo,2,kou2,求,沽
耇,koo2,,k,oo,2,kou2,求,沽
枸,koo2,,k,oo,2,kou2,求,沽
㺃,koo2,0.01,k,oo,2,kou2,求,沽
鼓,koo2,,k,oo,2,kou2,求,沽
皷,koo2,0.01,k,oo,2,kou2,求,沽
鼔,koo2,0.01,k,oo,2,kou2,求,沽
瞽,koo2,,k,oo,2,kou2,求,沽
冓,koo2,,k,oo,2,kou2,求,沽
垢,koo2,,k,oo,2,kou2,求,沽
賈,koo2,,k,oo,2,kou2,求,沽
口,khoo2,,kh,oo,2,khou2,去,沽
苦,khoo2,,kh,oo,2,khou2,去,沽
䇢,khoo2,,kh,oo,2,khou2,去,沽
𡿵,khoo2,0.01,kh,oo,2,khou2,去,沽
斗,too2,,t,oo,2,tou2,地,沽
𠁁,too2,,t,oo,2,tou2,地,沽
抖,too2,,t,oo,2,tou2,地,沽
枓,too2,,t,oo,2,tou2,地,沽
蚪,too2,,t,oo,2,tou2,地,沽
覩,too2,0.01,t,oo,2,tou2,地,沽
睹,too2,,t,oo,2,tou2,地,沽
堵,too2,,t,oo,2,tou2,地,沽
賭,too2,,t,oo,2,tou2,地,沽
𧶴,too2,0.01,t,oo,2,tou2,地,沽
陡,too2,,t,oo,2,tou2,地,沽
蠱,too2,,t,oo,2,tou2,地,沽
浦,phoo2,,ph,oo,2,phou2,頗,沽
溥,phoo2,,ph,oo,2,phou2,頗,沽
圃,phoo2,,ph,oo,2,phou2,頗,沽
剖,phoo2,,ph,oo,2,phou2,頗,沽
譜,phoo2,,ph,oo,2,phou2,頗,沽
普,phoo2,,ph,oo,2,phou2,頗,沽
土,thoo2,,th,oo,2,thou2,他,沽
㰯,thoo2,,th,oo,2,thou2,他,沽
黈,thoo2,,th,oo,2,thou2,他,沽
走,tsoo2,,ts,oo,2,tsou2,曾,沽
阻,tsoo2,,ts,oo,2,tsou2,曾,沽
俎,tsoo2,,ts,oo,2,tsou2,曾,沽
沮,tsoo2,,ts,oo,2,tsou2,曾,沽
祖,tsoo2,,ts,oo,2,tsou2,曾,沽
咀,tsoo2,,ts,oo,2,tsou2,曾,沽
殂,tsoo2,,ts,oo,2,tsou2,曾,沽
組,tsoo2,,ts,oo,2,tsou2,曾,沽
珇,tsoo2,,ts,oo,2,tsou2,曾,沽
𤱌,tsoo2,,ts,oo,2,tsou2,曾,沽
詛,tsoo2,,ts,oo,2,tsou2,曾,沽
叟,soo2,,s,oo,2,sou2,時,沽
瞍,soo2,,s,oo,2,sou2,時,沽
瘦,soo2,,s,oo,2,sou2,時,沽
𠋢,soo2,,s,oo,2,sou2,時,沽
傁,soo2,,s,oo,2,sou2,時,沽
摟,soo2,,s,oo,2,sou2,時,沽
漊,soo2,,s,oo,2,sou2,時,沽
漱,soo2,,s,oo,2,sou2,時,沽
溯,soo2,,s,oo,2,sou2,時,沽
遡,soo2,0.01,s,oo,2,sou2,時,沽
艘,soo2,,s,oo,2,sou2,時,沽
隖,qoo2,0.01,q,oo,2,ou2,英,沽
塢,qoo2,,q,oo,2,ou2,英,沽
鄔,qoo2,,q,oo,2,ou2,英,沽
嵨,qoo2,,q,oo,2,ou2,英,沽
瑦,qoo2,,q,oo,2,ou2,英,沽
溩,qoo2,,q,oo,2,ou2,英,沽
漚,qoo2,,q,oo,2,ou2,英,沽
嫗,qoo2,,q,oo,2,ou2,英,沽
嘔,qoo2,,q,oo,2,ou2,英,沽
歐,qoo2,,q,oo,2,ou2,英,沽
甌,qoo2,,q,oo,2,ou2,英,沽
喒,qoo2,0.01,q,oo,2,ou2,英,沽
埡,qoo2,,q,oo,2,ou2,英,沽
畝,boo2,,b,oo,2,bou2,門,沽
畆,boo2,0.01,b,oo,2,bou2,門,沽
牡,boo2,,b,oo,2,bou2,門,沽
姥,boo2,,b,oo,2,bou2,門,沽
姆,boo2,,b,oo,2,bou2,門,沽
母,boo2,,b,oo,2,bou2,門,沽
某,boo2,,b,oo,2,bou2,門,沽
厶,boo2,,b,oo,2,bou2,門,沽
栂,boo2,,b,oo,2,bou2,門,沽
楚,tshoo2,,tsh,oo,2,tshou2,出,沽
濋,tshoo2,,tsh,oo,2,tshou2,出,沽
礎,tshoo2,,tsh,oo,2,tshou2,出,沽
虎,hoo2,,h,oo,2,hou2,喜,沽
䗂,hoo2,,h,oo,2,hou2,喜,沽
否,hoo2,,h,oo,2,hou2,喜,沽
不,hoo2,0.01,h,oo,2,hou2,喜,沽
岵,hoo2,,h,oo,2,hou2,喜,沽
滸,hoo2,,h,oo,2,hou2,喜,沽
缶,hoo2,,h,oo,2,hou2,喜,沽
吼,hoo2,,h,oo,2,hou2,喜,沽
冔,hoo2,,h,oo,2,hou2,喜,沽
布,poo3,,p,oo,3,pou3,邊,沽
佈,poo3,,p,oo,3,pou3,邊,沽
抪,poo3,,p,oo,3,pou3,邊,沽
怖,poo3,,p,oo,3,pou3,邊,沽
𧦞,poo3,,p,oo,3,pou3,邊,沽
傅,poo3,,p,oo,3,pou3,邊,沽
固,koo3,,k,oo,3,kou3,求,沽
痼,koo3,,k,oo,3,kou3,求,沽
錮,koo3,,k,oo,3,kou3,求,沽
雇,koo3,,k,oo,3,kou3,求,沽
僱,koo3,,k,oo,3,kou3,求,沽
顧,koo3,,k,oo,3,kou3,求,沽
句,koo3,,k,oo,3,kou3,求,沽
雊,koo3,,k,oo,3,kou3,求,沽
夠,koo3,,k,oo,3,kou3,求,沽
媾,koo3,,k,oo,3,kou3,求,沽
構,koo3,,k,oo,3,kou3,求,沽
搆,koo3,,k,oo,3,kou3,求,沽
購,koo3,,k,oo,3,kou3,求,沽
遘,koo3,,k,oo,3,kou3,求,沽
覯,koo3,,k,oo,3,kou3,求,沽
姤,koo3,,k,oo,3,kou3,求,沽
詬,koo3,,k,oo,3,kou3,求,沽
彀,koo3,,k,oo,3,kou3,求,沽
故,koo3,,k,oo,3,kou3,求,沽
叩,khoo3,,kh,oo,3,khou3,去,沽
扣,khoo3,,kh,oo,3,khou3,去,沽
𥲃,khoo3,,kh,oo,3,khou3,去,沽
寇,khoo3,,kh,oo,3,khou3,去,沽
蔻,khoo3,,kh,oo,3,khou3,去,沽
佝,khoo3,,kh,oo,3,khou3,去,沽
袴,khoo3,,kh,oo,3,khou3,去,沽
褲,khoo3,,kh,oo,3,khou3,去,沽
庫,khoo3,,kh,oo,3,khou3,去,沽
釦,khoo3,,kh,oo,3,khou3,去,沽
𩊓,khoo3,,kh,oo,3,khou3,去,沽
鬭,too3,,t,oo,3,tou3,地,沽
鬪,too3,,t,oo,3,tou3,地,沽
鬦,too3,,t,oo,3,tou3,地,沽
鬥,too3,,t,oo,3,tou3,地,沽
妒,too3,,t,oo,3,tou3,地,沽
妬,too3,0.01,t,oo,3,tou3,地,沽
柘,too3,,t,oo,3,tou3,地,沽
蠹,too3,,t,oo,3,tou3,地,沽
斁,too3,,t,oo,3,tou3,地,沽
𪐞,too3,,t,oo,3,tou3,地,沽
鋪,phoo3,,ph,oo,3,phou3,頗,沽
舖,phoo3,0.01,ph,oo,3,phou3,頗,沽
兔,thoo3,,th,oo,3,thou3,他,沽
兎,thoo3,0.01,th,oo,3,thou3,他,沽
菟,thoo3,,th,oo,3,thou3,他,沽
吐,thoo3,,th,oo,3,thou3,他,沽
透,thoo3,,th,oo,3,thou3,他,沽
奏,tsoo3,,ts,oo,3,tsou3,曾,沽
湊,tsoo3,,ts,oo,3,tsou3,曾,沽
輳,tsoo3,,ts,oo,3,tsou3,曾,沽
祚,tsoo3,,ts,oo,3,tsou3,曾,沽
咀,tsoo3,,ts,oo,3,tsou3,曾,沽
簇,tsoo3,,ts,oo,3,tsou3,曾,沽
做,tsoo3,,ts,oo,3,tsou3,曾,沽
素,soo3,,s,oo,3,sou3,時,沽
傃,soo3,,s,oo,3,sou3,時,沽
愫,soo3,,s,oo,3,sou3,時,沽
𩝥,soo3,,s,oo,3,sou3,時,沽
訴,soo3,,s,oo,3,sou3,時,沽
愬,soo3,,s,oo,3,sou3,時,沽
溯,soo3,,s,oo,3,sou3,時,沽
塑,soo3,,s,oo,3,sou3,時,沽
疏,soo3,,s,oo,3,sou3,時,沽
潄,soo3,0.01,s,oo,3,sou3,時,沽
漱,soo3,,s,oo,3,sou3,時,沽
嗽,soo3,,s,oo,3,sou3,時,沽
瘶,soo3,0.01,s,oo,3,sou3,時,沽
數,soo3,,s,oo,3,sou3,時,沽
泝,soo3,,s,oo,3,sou3,時,沽
惡,qoo3,,q,oo,3,ou3,英,沽
僫,qoo3,,q,oo,3,ou3,英,沽
亞,qoo3,,q,oo,3,ou3,英,沽
錯,tshoo3,,tsh,oo,3,tshou3,出,沽
醋,tshoo3,,tsh,oo,3,tshou3,出,沽
阼,tshoo3,,tsh,oo,3,tshou3,出,沽
祚,tshoo3,,tsh,oo,3,tshou3,出,沽
䄍,tshoo3,,tsh,oo,3,tshou3,出,沽
蜡,tshoo3,,tsh,oo,3,tshou3,出,沽
措,tshoo3,,tsh,oo,3,tshou3,出,沽
厝,tshoo3,,tsh,oo,3,tshou3,出,沽
戽,hoo3,,h,oo,3,hou3,喜,沽
𣶉,hoo3,0.01,h,oo,3,hou3,喜,沽
樓,loo5,,l,oo,5,lou5,柳,沽
僂,loo5,,l,oo,5,lou5,柳,沽
摟,loo5,,l,oo,5,lou5,柳,沽
婁,loo5,,l,oo,5,lou5,柳,沽
縷,loo5,,l,oo,5,lou5,柳,沽
螻,loo5,,l,oo,5,lou5,柳,沽
髏,loo5,,l,oo,5,lou5,柳,沽
鏤,loo5,,l,oo,5,lou5,柳,沽
瘻,loo5,,l,oo,5,lou5,柳,沽
蔞,loo5,,l,oo,5,lou5,柳,沽
䝏,loo5,,l,oo,5,lou5,柳,沽
𧷡,loo5,,l,oo,5,lou5,柳,沽
壚,loo5,,l,oo,5,lou5,柳,沽
瀘,loo5,,l,oo,5,lou5,柳,沽
臚,loo5,,l,oo,5,lou5,柳,沽
爐,loo5,,l,oo,5,lou5,柳,沽
𤬛,loo5,,l,oo,5,lou5,柳,沽
蘆,loo5,,l,oo,5,lou5,柳,沽
纑,loo5,,l,oo,5,lou5,柳,沽
顱,loo5,,l,oo,5,lou5,柳,沽
鸕,loo5,,l,oo,5,lou5,柳,沽
鱸,loo5,,l,oo,5,lou5,柳,沽
轤,loo5,,l,oo,5,lou5,柳,沽
盧,loo5,,l,oo,5,lou5,柳,沽
奴,loo5,,l,oo,5,lou5,柳,沽
